Пост мониторинга,Период,NO2,O3,H2S,CO,SO2,"Температура, °С","Давление, мм рт. ст.","Влажность, %","Скорость ветра, м/с","Направление ветра, °"
Площадка 21 414,2025-04-29 12:40:00,53.8250000000,34.2650000000,0.4050000000,375.0960000000,0.5670000000,14.0400000000,753.6619790784,36.3250000000,0.9350000000,219.9500000000
Площадка 21 414,2025-04-29 13:00:00,51.0250000000,34.0740000000,0.2940000000,366.0190000000,0.4920000000,13.9500000000,753.4369605735,33.6450000000,1.2780000000,225.1500000000
Площадка 21 414,2025-04-29 13:20:00,52.1810000000,32.5710000000,0.3370000000,389.3240000000,0.5080000000,13.9950000000,753.2719470032,32.4650000000,1.1880000000,243.9000000000
Площадка 21 414,2025-04-29 13:40:00,52.8250000000,32.8290000000,0.4090000000,391.1630000000,0.3210000000,13.8050000000,753.1894402181,31.2650000000,2.0100000000,238.7000000000
Площадка 21 414,2025-04-29 14:00:00,53.3980000000,43.3500000000,0.3550000000,391.0990000000,0.4210000000,13.5350000000,753.0694303488,31.3200000000,2.0020000000,240.0000000000
Площадка 21 414,2025-04-29 14:20:00,52.6610000000,40.9780000000,0.3480000000,392.1950000000,0.5370000000,13.2600000000,753.0019247973,32.6100000000,1.3220000000,234.2500000000
Площадка 21 414,2025-04-29 14:40:00,52.8110000000,38.6660000000,0.3360000000,398.0300000000,0.5270000000,13.1900000000,752.7694056756,33.1650000000,1.0320000000,218.3500000000
Площадка 21 414,2025-04-29 15:00:00,52.1420000000,37.6030000000,0.2330000000,385.9050000000,0.4130000000,13.0950000000,752.4243773014,33.3900000000,0.7120000000,196.9500000000
Площадка 21 414,2025-04-29 15:20:00,50.3830000000,37.7600000000,0.3320000000,395.8450000000,0.5750000000,12.9150000000,752.1993587965,34.3700000000,0.4560000000,179.8000000000
Площадка 21 414,2025-04-29 15:40:00,49.5250000000,35.5980000000,0.3150000000,400.0220000000,0.4070000000,12.6000000000,752.0493464599,35.4150000000,0.4150000000,168.4500000000
Площадка 21 414,2025-04-29 16:00:00,49.5160000000,35.4120000000,0.2220000000,401.3770000000,0.5440000000,12.5100000000,751.8843328896,35.2500000000,0.9110000000,191.4000000000
Площадка 21 414,2025-04-29 16:20:00,52.9070000000,40.3560000000,0.2880000000,373.2750000000,0.5080000000,12.8250000000,751.7193193194,32.4350000000,1.1520000000,210.9500000000
Площадка 21 414,2025-04-29 16:40:00,53.4820000000,42.5160000000,0.3870000000,371.9330000000,0.5450000000,12.9000000000,751.6968174689,31.8950000000,1.4390000000,219.9500000000
Площадка 21 414,2025-04-29 17:00:00,54.9800000000,44.4450000000,0.4030000000,375.7650000000,0.5250000000,12.7550000000,751.7868248709,32.5700000000,2.0430000000,240.0000000000
Площадка 21 414,2025-04-29 17:20:00,56.4760000000,46.3170000000,0.3770000000,375.0970000000,0.6090000000,12.4300000000,751.8243279550,33.9250000000,1.4980000000,220.4500000000
Площадка 21 414,2025-04-29 17:40:00,55.4550000000,44.0170000000,0.2200000000,376.9140000000,0.5390000000,12.0500000000,751.7343205530,34.6150000000,0.9820000000,208.1000000000
Площадка 21 414,2025-04-29 18:00:00,52.4880000000,42.9740000000,0.2420000000,373.8640000000,0.4350000000,11.5800000000,751.6593143847,35.2700000000,0.6320000000,203.1500000000
Площадка 21 414,2025-04-29 18:20:00,52.5960000000,40.7310000000,0.3760000000,370.8950000000,0.6740000000,11.4500000000,751.6818162352,35.5800000000,0.7740000000,210.8000000000
Площадка 21 414,2025-04-29 18:40:00,55.4220000000,45.5710000000,0.4390000000,359.0150000000,0.4610000000,11.6450000000,751.6593143847,36.3450000000,1.9500000000,222.9500000000
Площадка 21 414,2025-04-29 19:00:00,56.4520000000,45.4960000000,0.3290000000,355.9240000000,0.6360000000,11.5700000000,751.6368125343,37.1000000000,1.6120000000,229.9000000000
Площадка 21 414,2025-04-29 19:20:00,55.4230000000,46.2090000000,0.3620000000,356.5320000000,0.5570000000,11.1350000000,751.6218113006,40.9450000000,1.6560000000,228.7500000000
Площадка 21 414,2025-04-29 19:40:00,54.6470000000,45.6210000000,0.3420000000,355.1640000000,0.4730000000,10.7350000000,751.4267952630,43.6400000000,1.3900000000,220.8500000000
Площадка 21 414,2025-04-29 20:00:00,53.9490000000,45.2530000000,0.4160000000,349.8020000000,0.4750000000,10.6250000000,751.2917841601,43.4900000000,1.1720000000,207.1500000000
Площадка 21 414,2025-04-29 20:20:00,54.3530000000,45.4840000000,0.3160000000,349.4630000000,0.5210000000,10.4700000000,751.3217866274,46.2200000000,1.8730000000,225.2000000000
Площадка 21 414,2025-04-29 20:40:00,53.8210000000,44.6970000000,0.3540000000,345.6400000000,0.5030000000,10.0100000000,751.2317792254,50.8750000000,1.5200000000,218.8000000000
Площадка 21 414,2025-04-29 21:00:00,53.2270000000,44.8680000000,0.3830000000,346.0960000000,0.4990000000,9.6500000000,750.9992601037,54.8300000000,1.0450000000,206.0500000000
Площадка 21 414,2025-04-29 21:20:00,52.9660000000,44.2530000000,0.2820000000,342.3140000000,0.5460000000,9.6550000000,750.7967434493,53.7050000000,0.9970000000,199.2500000000
Площадка 21 414,2025-04-29 21:40:00,53.0370000000,42.5290000000,0.3740000000,344.5480000000,0.4390000000,9.6050000000,750.5567237107,53.4200000000,0.9380000000,188.2000000000
Площадка 21 414,2025-04-29 22:00:00,52.9480000000,42.4390000000,0.3350000000,339.6390000000,0.4510000000,9.7000000000,750.3617076732,52.8050000000,0.8940000000,190.8000000000
Площадка 21 414,2025-04-29 22:20:00,51.8690000000,40.7820000000,0.2970000000,340.8770000000,0.5080000000,9.7000000000,750.1741922524,52.9150000000,0.9420000000,200.0000000000
Площадка 21 414,2025-04-29 22:40:00,51.2750000000,40.0640000000,0.2410000000,336.7540000000,0.4800000000,9.6650000000,750.1291885514,53.7550000000,0.7260000000,200.3500000000
Площадка 21 414,2025-04-29 23:00:00,51.9330000000,40.9150000000,0.4450000000,342.1090000000,0.4890000000,9.2750000000,750.1516904019,60.2150000000,1.2680000000,205.5000000000
Площадка 21 414,2025-04-29 23:20:00,50.9310000000,38.9740000000,0.4060000000,345.6620000000,0.4390000000,8.5250000000,749.8966694297,66.2750000000,1.1640000000,197.7500000000
Площадка 21 414,2025-04-29 23:40:00,50.2190000000,38.6770000000,0.2780000000,358.1480000000,0.5340000000,8.5950000000,749.6191466070,64.1450000000,0.9880000000,193.9500000000
Площадка 21 414,2025-04-30 00:00:00,49.3000000000,36.7790000000,0.2540000000,356.9630000000,0.5380000000,8.8000000000,749.5216385882,62.6250000000,0.3860000000,196.3000000000
Площадка 21 414,2025-04-30 00:20:00,49.0120000000,38.0700000000,0.2830000000,348.6820000000,0.3380000000,8.7500000000,749.3266225506,63.2350000000,0.8510000000,189.9000000000
Площадка 21 414,2025-04-30 00:40:00,49.0840000000,36.1550000000,0.2350000000,342.6040000000,0.5110000000,8.7000000000,749.2666176160,63.3950000000,0.8850000000,176.9500000000
Площадка 21 414,2025-04-30 01:00:00,48.9730000000,36.8370000000,0.2510000000,336.4090000000,0.4560000000,8.8300000000,749.1316065130,63.4450000000,1.5810000000,198.7500000000
Площадка 21 414,2025-04-30 01:20:00,47.8460000000,35.2480000000,0.1830000000,344.6470000000,0.4480000000,8.6750000000,748.9890947933,65.3200000000,1.1840000000,192.2500000000
Площадка 21 414,2025-04-30 01:40:00,48.0050000000,36.5260000000,0.3150000000,352.2750000000,0.5590000000,8.4900000000,748.8540836903,67.7300000000,1.1030000000,194.7000000000
Площадка 21 414,2025-04-30 02:00:00,48.1420000000,35.4120000000,0.2550000000,352.0550000000,0.3820000000,8.3750000000,748.7340738210,68.5400000000,0.7500000000,181.0500000000
Площадка 21 414,2025-04-30 02:20:00,46.6430000000,32.7240000000,0.2950000000,349.2520000000,0.5370000000,8.3000000000,748.6365658023,68.8900000000,0.8220000000,184.6000000000
Площадка 21 414,2025-04-30 02:40:00,44.5500000000,31.3590000000,0.2920000000,344.4180000000,0.5780000000,8.2200000000,748.5465584003,70.5600000000,0.4950000000,173.0500000000
Площадка 21 414,2025-04-30 03:00:00,44.8730000000,31.4500000000,0.3230000000,379.5940000000,0.5350000000,8.2000000000,748.4265485310,71.2800000000,0.6780000000,170.6500000000
Площадка 21 414,2025-04-30 03:20:00,46.1530000000,29.6230000000,0.3350000000,393.8940000000,0.4930000000,8.2000000000,748.3665435964,72.6900000000,1.0290000000,167.7500000000
Площадка 21 414,2025-04-30 03:40:00,50.1890000000,20.6520000000,0.3690000000,476.7120000000,0.4370000000,8.2950000000,748.2465337271,73.0750000000,1.3700000000,163.6000000000
Площадка 21 414,2025-04-30 04:00:00,45.9320000000,30.6060000000,0.2210000000,382.7380000000,0.6010000000,8.8650000000,748.1115226242,71.6100000000,1.0410000000,180.6500000000
Площадка 21 414,2025-04-30 04:20:00,46.6900000000,30.9780000000,0.2030000000,362.4160000000,0.5030000000,10.1700000000,748.0365164559,67.5400000000,1.3220000000,174.8000000000
Площадка 21 414,2025-04-30 04:40:00,47.5160000000,32.8040000000,0.2920000000,358.0700000000,0.5530000000,12.1800000000,747.9540096707,59.9350000000,2.1300000000,182.3500000000
Площадка 21 414,2025-04-30 05:00:00,48.7150000000,33.4050000000,0.2630000000,349.7840000000,0.4900000000,12.8850000000,747.9165065866,57.9350000000,1.8660000000,187.0000000000
Площадка 21 414,2025-04-30 05:20:00,51.6170000000,32.6350000000,0.3520000000,356.3930000000,0.5230000000,12.5150000000,747.8940047361,58.4550000000,1.8490000000,196.4500000000
Площадка 21 414,2025-04-30 05:40:00,54.1390000000,31.9150000000,0.3550000000,366.5530000000,0.5550000000,12.0850000000,747.8264991846,59.7350000000,1.4050000000,199.5000000000
Площадка 21 414,2025-04-30 06:00:00,55.2810000000,31.0500000000,0.3980000000,355.0610000000,0.6000000000,12.0350000000,747.7439923995,59.9900000000,1.6100000000,198.4000000000
Площадка 21 414,2025-04-30 06:20:00,53.4060000000,30.5500000000,0.2570000000,349.3280000000,0.6140000000,11.6150000000,747.7289911658,60.9650000000,1.5510000000,199.2500000000
Площадка 21 414,2025-04-30 06:40:00,52.0710000000,30.5760000000,0.2270000000,350.8700000000,0.5290000000,11.0600000000,747.9015053529,66.3700000000,1.5680000000,213.8000000000
Площадка 21 414,2025-04-30 07:00:00,49.7760000000,28.9460000000,0.3910000000,357.0500000000,0.4490000000,10.4100000000,748.0740195400,72.9150000000,1.1950000000,217.3500000000
Площадка 21 414,2025-04-30 07:20:00,49.8230000000,27.7750000000,0.2410000000,353.9710000000,0.4030000000,10.6350000000,748.0290158390,71.2700000000,1.4280000000,211.8500000000
Площадка 21 414,2025-04-30 07:40:00,48.3750000000,26.6810000000,0.4010000000,362.8440000000,0.4950000000,10.4750000000,748.2165312598,73.3000000000,0.9600000000,231.6000000000
Площадка 21 414,2025-04-30 08:00:00,47.6470000000,29.1690000000,0.2850000000,352.7210000000,0.4770000000,11.9900000000,748.1490257083,67.1200000000,1.1550000000,222.8000000000
Площадка 21 414,2025-04-30 08:20:00,48.9210000000,24.0720000000,0.3470000000,375.0860000000,0.5440000000,11.6750000000,748.1115226242,66.0650000000,1.0740000000,245.4500000000
Площадка 21 414,2025-04-30 08:40:00,47.9200000000,25.1460000000,0.2690000000,360.6390000000,0.6350000000,12.2450000000,748.1115226242,60.8050000000,1.4510000000,229.6500000000
Площадка 21 414,2025-04-30 09:00:00,46.0630000000,26.6850000000,0.2610000000,342.6810000000,0.5430000000,13.2850000000,748.1040220073,56.8800000000,1.5530000000,207.4500000000
Площадка 21 414,2025-04-30 09:20:00,45.1840000000,27.9200000000,0.3690000000,341.1280000000,0.4050000000,13.1400000000,748.1565263251,56.6150000000,2.1630000000,228.9000000000
Площадка 21 414,2025-04-30 09:40:00,45.0260000000,26.6860000000,0.3550000000,352.8150000000,0.5300000000,13.9550000000,748.2990380449,54.1050000000,1.8390000000,234.7500000000
Площадка 21 414,2025-04-30 10:00:00,44.3500000000,25.3480000000,0.3330000000,357.5910000000,0.4050000000,13.1550000000,748.4490503815,58.5300000000,2.2980000000,240.5000000000
Площадка 21 414,2025-04-30 10:20:00,42.2580000000,24.8170000000,0.3530000000,375.7340000000,0.5810000000,13.6450000000,748.5390577835,59.1350000000,1.5910000000,228.3000000000
Площадка 21 414,2025-04-30 10:40:00,43.5960000000,23.1270000000,0.3470000000,400.6340000000,0.5450000000,12.6500000000,748.7640762884,65.9400000000,2.3000000000,248.2000000000
Площадка 21 414,2025-04-30 11:00:00,42.7470000000,21.1650000000,0.2390000000,446.8080000000,0.4800000000,10.5400000000,748.9665929428,78.5400000000,1.8380000000,255.3500000000
Площадка 21 414,2025-04-30 11:20:00,41.2630000000,19.9090000000,0.3050000000,411.2510000000,0.4320000000,11.3700000000,749.0190972606,74.9300000000,2.0080000000,259.1500000000
Площадка 21 414,2025-04-30 11:40:00,40.1540000000,19.7800000000,0.2750000000,415.3140000000,0.4390000000,10.5800000000,749.2216139150,78.3600000000,2.2420000000,265.8500000000
Площадка 21 414,2025-04-30 12:00:00,39.6190000000,20.5720000000,0.3180000000,396.7700000000,0.4290000000,11.2700000000,749.1916114477,74.4650000000,1.7650000000,253.8500000000
Площадка 21 414,2025-04-30 12:20:00,43.7640000000,18.9520000000,0.2410000000,385.2690000000,0.5160000000,10.8800000000,749.3116213170,70.6250000000,2.4830000000,275.2000000000
Площадка 21 414,2025-04-30 12:40:00,47.2320000000,19.4570000000,0.3490000000,392.7870000000,0.4360000000,11.2450000000,749.4466324199,66.2400000000,2.3830000000,270.8500000000
Площадка 21 414,2025-04-30 13:00:00,47.3690000000,21.9660000000,0.2340000000,362.4630000000,0.4310000000,11.3850000000,749.5816435228,63.8300000000,2.3680000000,258.0000000000
Площадка 21 414,2025-04-30 13:20:00,45.4200000000,22.8550000000,0.2770000000,387.5150000000,0.5000000000,11.8550000000,749.6941527753,62.7950000000,2.3190000000,263.8000000000
Площадка 21 414,2025-04-30 13:40:00,44.4650000000,26.8950000000,0.2080000000,366.6290000000,0.4830000000,11.1650000000,749.9341725138,63.9550000000,2.4550000000,262.5000000000
Площадка 21 414,2025-04-30 14:00:00,44.6150000000,21.5260000000,0.3670000000,375.1820000000,0.4480000000,10.9400000000,750.1366891683,67.3500000000,1.8780000000,277.8500000000
Площадка 21 414,2025-04-30 14:20:00,44.2270000000,23.2840000000,0.3430000000,365.7910000000,0.5050000000,11.5130000000,750.2641996544,63.3870000000,1.8730000000,277.2670000000
Площадка 21 414,2025-04-30 14:40:00,45.4750000000,24.8570000000,0.3590000000,374.9290000000,2.4210000000,11.8600000000,750.4292132246,58.5900000000,2.2140000000,278.1000000000
Площадка 21 414,2025-04-30 15:00:00,46.0430000000,24.9010000000,0.3550000000,402.1050000000,0.3790000000,11.5800000000,750.5492230939,58.8400000000,2.2140000000,272.1000000000
Площадка 21 414,2025-04-30 15:20:00,46.0210000000,24.3010000000,0.4350000000,398.2810000000,0.5660000000,11.3800000000,750.7292378978,60.8050000000,1.7560000000,261.3000000000
Площадка 21 414,2025-04-30 15:40:00,47.0620000000,22.5580000000,0.4190000000,399.8820000000,0.3920000000,10.7900000000,750.9317545522,62.1100000000,1.2540000000,271.7500000000
Площадка 21 414,2025-04-30 16:00:00,48.6050000000,16.3020000000,0.3630000000,444.2260000000,0.4360000000,10.0500000000,751.1642736740,68.7650000000,1.4560000000,262.8000000000
Площадка 21 414,2025-04-30 16:20:00,45.8130000000,21.4750000000,0.3090000000,434.9580000000,0.5470000000,8.3700000000,751.5318038986,80.2600000000,1.6710000000,266.5000000000
Площадка 21 414,2025-04-30 16:40:00,46.1290000000,23.0810000000,0.2970000000,396.4880000000,0.4670000000,8.1250000000,751.6218113006,78.3000000000,1.3000000000,286.3500000000
Площадка 21 414,2025-04-30 17:00:00,45.7240000000,23.8890000000,0.4030000000,398.3230000000,0.4730000000,7.9900000000,751.7193193194,78.6900000000,0.6420000000,285.8500000000
Площадка 21 414,2025-04-30 17:20:00,45.5870000000,14.9550000000,0.3460000000,508.1540000000,0.5500000000,7.6000000000,751.9218359738,81.1200000000,0.1550000000,257.4500000000
Площадка 21 414,2025-04-30 17:40:00,44.8410000000,11.5630000000,0.3830000000,497.1780000000,0.5520000000,7.3800000000,752.0343452262,82.3400000000,0.1880000000,255.9500000000
Площадка 21 414,2025-04-30 18:00:00,48.5330000000,5.4720000000,0.2670000000,533.6150000000,0.4420000000,7.4150000000,752.1693563292,81.3050000000,0.2320000000,261.4500000000
Площадка 21 414,2025-04-30 18:20:00,41.2320000000,15.7270000000,0.3450000000,411.0570000000,0.6060000000,7.3100000000,752.4093760677,82.9950000000,0.4380000000,295.6000000000
Площадка 21 414,2025-04-30 18:40:00,38.1740000000,16.8370000000,0.4090000000,379.8240000000,0.4890000000,7.0350000000,752.5593884043,83.5700000000,0.4170000000,277.0500000000
Площадка 21 414,2025-04-30 19:00:00,37.4440000000,17.8360000000,0.3370000000,368.2820000000,0.4900000000,7.1200000000,752.7544044419,80.3650000000,0.8630000000,286.5500000000
Площадка 21 414,2025-04-30 19:20:00,33.5560000000,19.7070000000,0.4110000000,363.2120000000,0.4540000000,6.9500000000,752.9194180122,77.3300000000,1.5750000000,287.9500000000
Площадка 21 414,2025-04-30 19:40:00,32.0420000000,18.7340000000,0.3020000000,357.2610000000,0.4190000000,6.6100000000,752.9944241805,76.3700000000,1.3400000000,288.4500000000
Площадка 21 414,2025-04-30 20:00:00,32.1000000000,16.8330000000,0.4290000000,355.1610000000,0.5370000000,6.2000000000,752.9644217132,77.4600000000,1.1950000000,286.8000000000
